Station	Lat	Lon	NO2	PO4	NO2NO3	Si	pH	CO2	HCO3	CO3	tcarb	tAlka	chlc3	chlc12	chda	peri	phaeophorba	butan	fuco	neox	prasino	violax	hexano	diadino	allox	diatox	zeax	lutein	bactChla	dvnylChlb	Chlb	chlbtot	dvnylChla	Chla_hplc	chlatot	phaeopha	carot	micro	nano	pico	seaiceconc	moonphase	PAR	Fe	NH4	ssCDOM	chla_ss	chla_int	NPP_arctic	NPP_vgpm	POC	PIC	Okubo	Lyapunov	ResTime	Kd490	acDOM	KdPAR	Zeu	Zmld	Tzeu	Szeu	Chl10m	O2_10m	NO3_10m	flux200m	flux500m	flux1000m	Slopepartsurf	Slopepart200m
171	78.29566897	71.96297241	0.04	0.333926	3.1845	0.446242			0	0.0043	0.0076	0	0.01	0.0092	0	0.0041	0	0.0043	0.0076	0	0	0.001	0.0352	0.0189	0.0025	0.0079	0.0069	0	0	0	0.0106	0.0106	0	0.1014	0.1014	0.0018	0.0069	20.40546224	59.01219603	20.58234174	2.654872605	0.015	34.6209725	0.001136806	0.002860199			50.8221					-0.046406	0	3.722222	0.069955	0.030416868	0.125941143	53.47597885	11.5	3.5624	35.1193	0.12081	309.6999	0.6156				-2.892104143	
172	78.9564	79.4201	0.005	0.369653	3.431	0.972491			0	0.0053	0.0857	0.0024	0.0359	0.0378	0	0.0048	0	0.0053	0.0857	0.0024	0	0.002	0.0114	0.0227	0.0035	0.0096	0.0184	0.0033	0	0	0.0202	0.0202	0	0.2754	0.2754	0.0015	0.0048	70.01108282	10.11335206	19.87556511	5.30974521	0	41.98166	0.001215531	0.004081616			85.1855						0	4.833333	0.049326	0.020862094	0.098199803	59.98163795	17	0.97588	35.1267	0.043659	330.602	-3.1698	27.87115857			-2.711803416	-2.742673791
173	78.97556059	77.06341379																																							2.485659485	0.02	39.57656133	0.001138593	0.002326711		0.309558721	92.92053333			82.66503779	0.000395631		0	2.398148			0.106885663		13	-0.99636	34.7677	0.0640755	369.98315	0.91451				-3.041464	
174	79.2233	66.3435	0.0435	0.35992	3.7745	1.057108																																			0	0.05	32.520447	0.00109338	0.000589373		0.418657914	124.7503			94.31935501	0.00045784		0	0											9.257869127			-2.637286178	-2.724979857
175	79.05600426	66.99532948	0.022125	0.395269	4.35775	2.2880255	7.9425		0.0059	0.01285	0.093125	0.00565	0.0184	0.03515	0	0.00525	0.0059	0.01285	0.093125	0.00565	0.014125	0.0045	0.0076	0.008225	0.013525	0.0015	0.008525	0.001075	0	0	0.04155	0.04155	0	0.282025	0.282025	0.005975	0.01015	65.96689261	10.58851644	23.44459095	0	0.228	35.24909533	0.001145736	0.002656823		0.424615533	72.07095556			92.397786	0.000468235	0.007363333	0	0	0.103837	0.024636927	0.143401715	45.25808652	19.5	0.617683333	34.61826667	1.04772	373.98705	5.4624	5.245381131			-2.657935943	-2.927059176
176	77.1604	73.2057							0	0.0073	0.0207	0.0034	0.0075	0.0122	0	0.0047	0	0.0073	0.0207	0.0034	0	0.0055	0.0155	0.0237	0.0043	0.0074	0.0142	0.0058	0	0	0.0271	0.0271	0	0.1589	0.1589	0.0014	0.0093	35.7364519	24.76625722	39.49729088	0	0.43	37.769543	0.001328503	0.003428314		0.218093291	62.2831			64.08536911	0.000319432	-0.040917	0	0											27.21782313			-2.573040698	-2.835478778
177	77.1604	73.2057	0.014667	0.053607	0.305	0.244154	7.996		0	0.00325	0.01525	0.0018	0.006225	0.007975	0	0.0008	0	0.00325	0.01525	0.0018	0.0052	0.0024	0.012	0.008425	0.002075	0.0019	0.0052	0.00105	0	0	0.017025	0.017025	0	0.087425	0.087425	0.001025	0.003825	36.54781756	28.45999491	34.99218753	0	0.43	37.769543	0.001328503	0.003428314		0.218093291	62.2831			64.08536911	0.000319432	-0.040917	0	0	0.10596	0.021317616	0.168495289	40.91852188	10	0.33207	34.5618	0.27882	388.5822		14.88959622			-2.513854645	-2.5349652
178	76.72240424	73.62455818	0.039	0.128108	1.21075	0.5783235	7.996		0	0.003075	0.01475	0.00115	0.0061875	0.0078375	0	0.0008	0	0.003075	0.01475	0.00115	0.004275	0.0019	0.012	0.0080375	0.0019625	0.001725	0.005125	0.00105	0	0	0.0144625	0.0144625	0	0.0843375	0.0843375	0.0010375	0.0034875	37.52189975	29.93768597	32.54041427	6.690288105	0.54	38.17298714	0.00135808	0.003500346		0.986868151	24.975875	658.1756194		177.6628604	0.000370124	0.007952	0	1.888889	0.069331333	0.020069875	0.121848149	59.37764855	16.8	-0.438256	34.64864	0.09806888	357.71206		4.200646667			-2.483386929	-2.92547375
179	74.82709032	76.05549355																																							0	0.7	42.70666	0.001387656	0.003474399		4.918038607	17.6348	1294.198669		1075.83638	0.000272893	0.010402	0	3.777778	0.0485	0.013867691	0.099483749	64.65014648	24	0.11009	34.5908	0.165	347.4737		4.200646667			-2.616031615	-2.92547375
180	74.67925583	76.33261583																																							0.003058514	0.8	40.22730917	0.001387656	0.003629417		8.928659861	14.27095	3090.277008		1046.003542	0.000331556	0.046834	0	1.888889	0.0485	0.013867691	0.099483749	64.65014648	24	0.11009	34.5908	0.165	347.4737		4.200646667			-2.578146158	-2.92547375
181	77.39322333	75.68671																																							0	0.023333333	24.29188988	0.001262672	0.003268815		0.469951853	13.7799			109.1008098	0.000333748	0.016525	0	1.907407333											4.200646667			-2.578146158	-2.92547375
182	79.22606	67.06262																																							0	0.1	21.96114333	0.001064992	0.005595312		0.271386206	24.2794	152.4394531		73.81891632	0.000444776	-0.031922	0.0287975	3.847222											4.200646667			-2.666744951	-2.92547375
183	79.40111304	66.63841739	0.008	0.041477	0.9045	0.017691			0	0.0053	0.0109	0.0063	0.0026	0.0105	0	0.0017	0	0.0053	0.0109	0.0063	0.0177	0.0107	0.0085	0.0091	0.0029	0.0012	0.006	0.0033	0	0	0.0438	0.0438	0	0.1318	0.1318	0	0.0069	21.78433921	17.64475072	60.57091007	0	0.245	21.80624667	0.001106592	0.006613266			33.2306					-0.031922	0.0287975	2.5											5.6383622			-2.390986093	-3.01948
184	78.61893529	80.0908	0.0125	0.025668	0.1955	0.015168			0	0.0028	0.0144	0.0024	0.0032	0.0071	0	0.0038	0	0.0028	0.0144	0.0024	0.0062	0.0042	0.0077	0.0117	0.0017	0.0022	0.0049	0.0023	0	0	0.018	0.018	0	0.0859	0.0859	0	0.0059	42.88794184	19.68580262	37.42625554	0	0.4	18.4787912	0.001258911	0.002518786			40.0221					-0.016661	0	1.5833335											8.697369931			-2.63405218	-2.633015833
185	78.16148125	87.80184375																																							23.25958303	0.565	16.73179233	0.001316685	0.002085657		0.393896341	26.71195			90.2979126	0.000334424	-0.044722	0	1.0694445											4.200646667			-2.60609349	-2.92547375
186	78.2518	91.8557	0.139	0.027469	0.548	0			0	0.0032	0.015	0.0054	0.0016	0.0091	0	0.0022	0	0.0032	0.015	0.0054	0.0175	0.0063	0.0026	0.0086	0.002	0.002	0.0074	0.0052	0	0	0.0443	0.0443	0	0.1305	0.1305	0.0011	0.008	29.94776553	6.942369198	63.10986528	46.51916606	0.62		0.001304139	0.002257904			16.1385					-0.072783	0	0			0.107687006		11	0.31198	34.5837	0.12363	323.1488		11.15797586			-2.559120153	-2.4844337
187	78.2518	91.8557	0.634	0.150839	0.202	0.194331			0	0.0071	0.0229	0.0045	0.0057	0.0126	0	0.0068	0	0.0071	0.0229	0.0045	0.0105	0.0057	0.0147	0.016	0.0038	0.0047	0.0067	0.005	0	0	0.0326	0.0326	0	0.1621	0.1621	0.0015	0.0115	40.26673333	22.53290897	37.2003577	46.51916606	0.62		0.001304139	0.002257904			16.1385					-0.072783	0	0			0.100712211		20	-0.60743	34.7531	0.074535	324.3174		4.200646667			-2.73950425	-2.92547375
188	78.23102479	96.45568636																																							30.75616089	0.63	11.058244	0.001287095	0.001439244			22.7296					-0.072783	0	0			0.123129963		17	-0.343747	34.564	0.090378333	332.1956667		4.200646667			-2.578146158	-2.92547375
189	77.46107674	120.4776432					7.8465																																		4.7216366	0.338333333	10.8634128	0.001339443	0.000819802			26.82353333					0.438765	0	2.055555667			0.144562016		10	0.20345	33.3091	0.536905	359.8214		2.142793596	1.8476762	2.7031504	-3.055639615	-3.169664639
190	71.59500417	160.9381583																																							0	0.09	13.118738	0.001360622	0.000260443			2.487					-0.089788	0	2.777778															
191	71.33572558	164.5397388																																							0	0.06	14.0316892	0.00105454	0.003114444		0.620001942	7.2191			132.8198166	0.000704177	-0.089788	0	1.388889															
192	71.0704	174.9916																																							0	0.1	14.347429	0.000702537	0.006029853		0.620001942	15.1918			132.8198166	0.000704177		0	0															
193	71.93456984	49.68029048																																							0	0.235	13.2329834	0.000708173	0.00448664		0.591862631	14.4982			129.6224259	0.000665274		0	0															
194	73.12867016	-166.5590407	0.1855	0.866194	1.9045	5.566842	7.963		0.0094	0	0.0772	0.00135	0.0138	0.0244	0.00495	0	0.0094	0	0.0772	0.00135	0.00405	0.00185	0.0083	0.01575	0.0049	0.0047	0.0021	0	0	0	0.0151	0.0151	0	0.22475	0.22475	0.01005	0.0083	78.0916852	9.671425497	12.2368893	0	0.535	10.16513933	0.000469805	0.012499664			21.442						0	0					17.5			0.146055	335.47455	-2.323245				-2.936683611	
195	71.8895	-154.9101																																							0	0.7	7.702758	0.000241071	0.0284539			24.1722						0	0															
196	71.68012532	-151.6522377	0.11025	0.693688	1.971625	3.6262245	7.913		0.0057	0	0.05675	0.00065	0.01105	0.012775	0	0	0.0057	0	0.05675	0.00065	0.002675	0.0004	0.00105	0.003825	0.00225	0.001025	0.002225	0	0	0	0.00465	0.00465	0	0.10415	0.10415	0.008575	0.00265	89.59422691	3.004669078	7.401104007	0	0.742	8.6727722	0.000577909	0.01867279		3.333714724	21.3072			315.4015198	0.007912072	0.078449667	0.022480333	0.986111											56.3500057			-3.321858202	-3.406546645
197	70.21794118	-130.7600529	0.0435	0.237249	0.1675	2.180236			0.0118	0.0037	0.0241	0	0.0069	0.0018	0	0	0.0118	0.0037	0.0241	0	0	0	0.0052	0	0	0	0	0	0	0	0.0067	0.0067	0	0.1236	0.1236	0.0166	0	69.85220055	16.2373836	13.91041585	1.176895555	0.9175	10.38814817	0.000709099	0.019003023		2.952235063	16.5357			293.4078268	0.015361114	0.110588	0.00273	1.972222					11			0.63606	335.6818	0.62571	16.57853203	18.14030482	8.8372148	-3.00487434	-3.030727133
198	68.80765	-112.1620778	0.105	0.27459	0.586	5.743272			0.0095	0.0039	0.1161	0.0045	0.0085	0.0279	0.0014	0.0061	0.0095	0.0039	0.1161	0.0045	0	0.0071	0.003	0.0293	0.0033	0.0034	0.0034	0.0012	0	0	0.0333	0.0333	0	0.3049	0.3049	0.0023	0.0085	79.76427454	3.312285315	16.92344015	7.376578665	0.746666667	8.503143																	11			0.63606	335.6818	0.62571	1.955821772	1.914613755	1.742521	-3.425631898	-3.45609784
199	70.11667778	-99.18716667																																							2.251355737	0.563333333	6.930854	0.000959602	0.001141892			18.4567						0	0					11			0.63606	335.6818	0.62571	14.62318146			-3.543728171	-3.440703972
200	74.305	-85.6552																																							0.512138506	0.29	5.964183	0.000958759	0.000747411			49.4242						0	0					10			0.47804	357.2114					-2.9278726	
201	74.1655871	-85.54657677	0.029	0.8521935	3.652	7.1756275	7.77775		0.029275	0	0.1964875	0	0.025725	0.097475	0.025275	0	0.029275	0	0.1964875	0	0.002475	0.0010375	0	0.0292625	0	0.000125	0	0	0	0	0.00305	0.00305	0	0.4833875	0.4833875	0.0119375	0.014125	98.90032365	0	1.099676353	1.688991209	0.13	6.04834	0.000935906	0.002380366			38.15548						0	0			0.126993386		11	-1.34325	31.0026	0.55149	371.6439	-3.55295	16.8381534	21.01308327		-2.629366935	-2.600864961
202	72.69226	-78.16848667	0	0.510746	0.1715	1.867164			0.0074	0.0207	0.10645	0.00395	0.04115	0.0431	0	0.00595	0.0074	0.0207	0.10645	0.00395	0.0163	0.00235	0.074	0.0156	0.00175	0	0.00135	0	0	0	0.03115	0.03115	0	0.3138	0.3138	0.0032	0.00965	54.01976607	34.86075298	11.11948095	8.363587107	0.033333333	5.825364	0.000970744	0.001259421			20.5289						0	0											19.61733385			-2.862506344	-2.802307818
203	72.471	-71.8887	0.048	0.575255	0.3025	1.293947			0.00325	0.0172	0.0715	0.01045	0.03095	0.04615	0.0008	0.035	0.00325	0.0172	0.0715	0.01045	0.03175	0.0089	0.05895	0.02235	0.00515	0.0057	0.00395	0.0022	0	0	0.08365	0.08365	0	0.3919	0.3919	0.0032	0.0123	46.63147271	26.07763372	27.29089356	0	0.14	3.226999	0.000596423	0.018947516			15.8867					0.189964	0.113334	0											29.1757707			-3.112065267	-3.071181
204	72.46981739	-71.89099565	0.048	0.575255	0.3025	1.293947			0.00325	0.0172	0.0715	0.01045	0.03095	0.04615	0.0008	0.035	0.00325	0.0172	0.0715	0.01045	0.03175	0.0089	0.05895	0.02235	0.00515	0.0057	0.00395	0.0022	0	0	0.08365	0.08365	0	0.3919	0.3919	0.0032	0.0123	46.63147271	26.07763372	27.29089356	0	0.14	3.226999	0.000596423	0.018947516			15.8867					0.189964	0.113334	0											13.65916264	23.27458027		-3.009364955	-2.998727724
205	72.18216574	-68.760125	0.0575	0.8969225	3.9355	4.2729895	7.858		0.051925	0	0.83945	0	0.13305	0.24975	0.1	0	0.051925	0	0.83945	0	0	0	0	0.061075	0	0.0048	0.003675	0	0	0	0.005175	0.005175	0	1.31855	1.31855	0.0239	0.0308	99.29637858	0	0.70362142	2.306684051	0.344	3.354959833	0.00054538	0.020870636			49.08822					0.189964	0.056667	0					21.66666667			0.59425	356.0416333	-3.5785	14.37349346	12.11775344		-2.490974552	-2.45174668
206	70.6290289	-53.55103853	0.181875	0.425499	3.0815	2.4050425	7.92675		0.008125	0.0065	0.053675	0.002725	0.0166	0.017275	0	0.002925	0.008125	0.0065	0.053675	0.002725	0.010475	0.001525	0.01905	0.005225	0.003725	0.0015	0.0014	0.00025	0	0	0.020825	0.020825	0	0.15375	0.15375	0.0071	0.0048	61.0386109	21.95350936	17.00787974	5.077544156	0.715	4.262482571	0.000474653	0.022450994			37.00106667						0	0					20.5			0.79881	328.7343	3.40685	11.60585139	13.80372542		-3.317622157	-3.175071462
207	69.1136	-51.5086	0.1445	0.309794	2.481	1.761705			0.0349	0.012	0.1331	0.0078	0.0379	0.0534	0	0.0187	0.0349	0.012	0.1331	0.0078	0.0266	0.006	0.0583	0.0211	0.0105	0.0021	0.0028	0.0009	0	0	0.0629	0.0629	0	0.4519	0.4519	0.0115	0.0148	58.71841017	23.19267193	18.08891791	0	0.98	3.809503	0.000453137	0.020453628			30.485					-0.016382	0	0											17.43048669	25.0368767		-3.235689258	-3.12468346
208	67.9040047	-52.07034564	0.1775	0.397487	2.24	2.038552			0.012075	0.014275	0.061225	0.004175	0.02505	0.032375	0	0.017475	0.012075	0.014275	0.061225	0.004175	0.014575	0.003575	0.042675	0.01315	0.008625	0	0.001475	0	0	0	0.035525	0.035525	0	0.2716	0.2716	0.004875	0.00885	52.2236354	30.29330409	17.48306051	0	0.91	5.00745	0.000470984	0.024943602			22.50375					-0.0333365	0	2.8333335					38			0.409435	308.25695	0.23665	18.02073568			-3.286209053	-3.151674805
209	64.13797568	-53.55259865	0.25	0.63711	7.374	3.587449			0.009	0.0019	0.0102	0	0.0021	0.0025	0	0.0007	0.009	0.0019	0.0102	0	0.001	0	0.002	0.0011	0.0006	0.0002	0.0008	0	0	0	0.0028	0.0028	0	0.0244	0.0244	0.0035	0.0011	68.45879733	15.87973274	15.66146993	0	0.633333333	5.933591714	0.000348676	0.032306441			35.07206667					0.082811	0.0390525	2.8333335			0.150038777		34	2.6212	32.8705	0.53445	312.12085	2.26395	22.67332454			-3.282706024	-3.163449101
210	59.34576209	-55.38220853	0.235375	0.599456	7.234625	2.7190845			0.0050875	0.0303875	0.0810875	0.0048875	0.045275	0.05325	0.0021375	0.0261	0.0050875	0.0303875	0.0810875	0.0048875	0.01465	0.0040875	0.08945	0.018625	0.013675	0.00145	0.005325	0.0006625	0	0	0.0365625	0.0365625	0	0.39865	0.39865	0.00175	0.0130375	46.49085064	40.74087746	12.76827191	0	0.218	7.556024545	0.000208521	0.035179306		0.869454926	41.47033333	199.2594223		140.1880486	0.00029836	0.215913	0.078105	0			0.145158107		59	5.22635	34.34755	0.64209	293.80785	6.0941	7.106181337	1.757681029	1.676393	-3.081561562	-2.980084977
