Latitude	Longitude	Day of year	Export flux	PP	export ratio	Depth	% nitrate remaining	Si:N ratio	% microplankton	% nanoplankton	% picoplankton	log(mesozooplankton biomass)	log(bacteria abundance)	log(macrozooplankton abundance)	Reference	DOI
30.004	-68.789	203	15.6	696.35	0.022	150	59.13	2.135	0.183	0.486	0.332	0.487	NaN	NaN	Buesseler et al. 2008	https://doi.org/10.1016/j.dsr2.2008.02.007
30.089	-68.68	203	22.8	696.35	0.033	150	59.13	2.135	0.183	0.486	0.332	0.487	NaN	NaN	Buesseler et al. 2008	https://doi.org/10.1016/j.dsr2.2008.02.007
29.947	-68.976	203	7.2	692.74	0.01	150	76.19	4.281	0.178	0.492	0.329	0.609	NaN	NaN	Buesseler et al. 2008	https://doi.org/10.1016/j.dsr2.2008.02.007
29.906	-69.107	204	7.2	697.79	0.01	150	100	NaN	0.181	0.49	0.33	0.899	NaN	NaN	Buesseler et al. 2008	https://doi.org/10.1016/j.dsr2.2008.02.007
29.811	-68.995	204	19.2	692.74	0.028	150	76.19	4.281	0.178	0.492	0.329	0.609	NaN	NaN	Buesseler et al. 2008	https://doi.org/10.1016/j.dsr2.2008.02.007
30.003	-68.981	205	15.6	696.35	0.022	150	59.13	2.135	0.183	0.486	0.332	0.487	NaN	NaN	Buesseler et al. 2008	https://doi.org/10.1016/j.dsr2.2008.02.007
29.914	-69.191	205	3.6	697.79	0.005	150	100	NaN	0.181	0.49	0.33	0.899	NaN	NaN	Buesseler et al. 2008	https://doi.org/10.1016/j.dsr2.2008.02.007
30.003	-69.175	205	0	710.13	0	150	94.009	14.434	0.184	0.484	0.333	0.631	NaN	NaN	Buesseler et al. 2008	https://doi.org/10.1016/j.dsr2.2008.02.007
29.875	-68.88	205	9.6	692.74	0.014	150	76.19	4.281	0.178	0.492	0.329	0.609	NaN	NaN	Buesseler et al. 2008	https://doi.org/10.1016/j.dsr2.2008.02.007
22.767	-158	175	0	944.57	0	150	7.931	17.162	0.184	0.472	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.791	-157.96	176	11.52	950.91	0.012	150	21.837	25.695	0.184	0.472	0.344	1.091	21.346	-4.679	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.76	-158	178	21.84	968.91	0.023	150	7.931	17.162	0.184	0.472	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.671	-157.98	180	47.28	950.91	0.05	150	21.837	25.695	0.184	0.472	0.344	1.091	21.346	-4.679	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.976	-157.76	182	83.4	950.91	0.088	150	21.837	25.695	0.184	0.472	0.344	1.091	21.346	-4.679	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.973	-158	182	37.92	968.91	0.039	150	7.931	17.162	0.184	0.472	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.98	-158.22	182	4.92	968.91	0.005	150	7.931	17.162	0.184	0.472	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.525	-158.24	183	0	968.91	0	150	19.099	22.531	0.184	0.472	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.525	-157.76	183	20.4	950.91	0.021	150	24.468	29.919	0.184	0.472	0.344	1.091	21.346	-4.679	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.75	-158	183	0	968.91	0	150	19.099	22.531	0.184	0.472	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
23.752	-158	184	55.08	1014.3	0.054	150	29.048	25.287	0.184	0.472	0.343	0.96	21.346	0.984	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.749	-159.08	184	7.32	994.85	0.007	150	33.552	20.587	0.183	0.472	0.345	-0.844	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.75	-158	185	31.56	992.41	0.032	150	24.468	29.919	0.184	0.472	0.344	1.091	21.346	-4.679	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.75	-156.92	185	30.6	976	0.031	150	13.209	14.305	0.185	0.472	0.343	0.156	21.346	-0.323	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.084	-158	185	65.28	962.25	0.068	150	19.099	22.531	0.184	0.473	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.75	-158	186	0	1009.4	0	150	19.099	22.531	0.184	0.472	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.75	-157.99	188	8.04	992.41	0.008	150	24.468	29.919	0.184	0.472	0.344	1.091	21.346	-4.679	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.751	-158.25	190	18.48	1009.4	0.018	150	19.099	22.531	0.184	0.472	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
22.751	-158.25	192	38.04	1019.2	0.037	150	19.099	22.531	0.184	0.472	0.344	0.881	21.346	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
46.099	158.9	207	121.2	1185.7	0.102	150	15.873	1.606	NaN	NaN	NaN	2.048	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
46.55	159.34	207	74.4	1107.6	0.067	150	24.397	1.533	NaN	NaN	NaN	1.487	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
46.936	159.91	207	68.4	1107.6	0.062	150	24.397	1.533	NaN	NaN	NaN	1.487	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.451	160.66	208	115.2	1222.1	0.094	150	24.46	1.549	NaN	NaN	NaN	1.222	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.901	161.32	208	110.4	1273.7	0.087	150	24.845	1.599	NaN	NaN	NaN	2.032	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47	161.32	208	22.8	1273.7	0.018	150	24.845	1.599	NaN	NaN	NaN	2.853	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
46.099	161.32	209	58.8	1124.6	0.052	150	24.498	1.589	NaN	NaN	NaN	2.853	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.074	159.89	209	91.2	1297.5	0.07	150	23.896	1.5	NaN	NaN	NaN	1.232	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.901	158.68	209	85.2	1308	0.065	150	15.156	1.662	NaN	NaN	NaN	1.993	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.901	160	210	108	1297.5	0.083	150	23.896	1.5	NaN	NaN	NaN	1.232	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.001	161.01	211	42	1273.7	0.033	150	24.845	1.599	NaN	NaN	NaN	2.032	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
46.99	161	213	73.2	1458.7	0.05	150	24.439	1.56	NaN	NaN	NaN	1.916	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.034	161.25	215	44.4	1273.7	0.035	150	17.208	1.691	NaN	NaN	NaN	2.032	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47	161.24	217	87.6	1268.5	0.069	150	17.208	1.691	NaN	NaN	NaN	2.853	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.721	161	218	93.6	1274.4	0.073	150	16.82	1.638	NaN	NaN	NaN	1.222	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.721	159.94	218	67.2	1210.8	0.056	150	16.286	1.567	NaN	NaN	NaN	1.232	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
46.639	159.94	219	62.4	1613.7	0.039	150	16.825	1.6	NaN	NaN	NaN	1.487	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
46.279	159.94	219	91.2	1613.7	0.057	150	16.825	1.6	NaN	NaN	NaN	1.487	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
46.279	161	219	58.8	1526	0.039	150	17.013	1.65	NaN	NaN	NaN	1.916	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
46.279	162.06	220	88.8	1238.7	0.072	150	11.287	2.033	NaN	NaN	NaN	NaN	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47	162.06	220	25.2	1184.2	0.021	150	17.589	1.722	NaN	NaN	NaN	NaN	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47	161	211	64.8	1222.1	0.053	150	24.46	1.549	NaN	NaN	NaN	1.916	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.05	161	222	69.6	1274.4	0.055	150	16.82	1.638	NaN	NaN	NaN	1.222	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.05	161	224	60	1411.7	0.043	150	16.82	1.638	NaN	NaN	NaN	1.222	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47	161.3	226	68.4	1360.6	0.05	150	17.208	1.691	NaN	NaN	NaN	2.853	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
47.118	161.36	228	69.6	1360.6	0.051	150	17.208	1.691	NaN	NaN	NaN	2.032	NaN	NaN	Buesseler et al.  2009	https://doi.org/10.1016/j.dsr.2009.04.001
75	34	229	66	930.04	0.071	100	0.592	0.556	0.366	0.482	0.151	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
77.5	33.96	229	43.2	633.78	0.068	100	0.627	0.652	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
78.98	33.96	229	20.4	652.73	0.031	100	1.075	0.645	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	34.05	229	33.6	0	NaN	100	3.744	0.931	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
81.71	33.98	229	-4.8	0	NaN	100	3.832	0.926	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	34.01	229	21.6	0	NaN	100	3.744	0.931	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	33.55	229	12	0	NaN	100	5.318	1.211	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
83.48	34.03	229	-3.6	0	NaN	100	10.095	1.529	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
84.5	36.08	229	-2.4	0	NaN	100	16.996	1.658	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
84.63	60.93	229	-7.2	0	NaN	100	45.877	3.511	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	60.41	229	28.8	0	NaN	100	44.795	2.925	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	61.8	229	12	0	NaN	100	45.848	3.23	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
82.8	60.78	229	28.8	2109.5	0.014	100	41.329	2.067	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
82.5	60.78	229	16.8	2109.5	0.008	100	41.329	2.067	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	68.95	229	28.8	0	NaN	100	35.761	2.888	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	86.16	229	16.8	0	NaN	100	44.887	5.317	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	86.31	229	12	0	NaN	100	54.494	3.963	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	86.28	229	13.2	0	NaN	100	56.721	3.453	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
84.55	89.8	229	-1.2	0	NaN	100	58.122	2.179	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	91.11	229	25.2	0	NaN	100	80.516	5.278	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
87.03	104.91	229	-7.2	0	NaN	100	54.689	3.162	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
88.16	139.6	229	-4.8	0	NaN	100	51.198	4.165	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
87.81	-170.3	229	-6	0	NaN	100	73.822	10.871	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	-139.6	229	4.8	0	NaN	100	55.874	8.168	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
85.7	-135.01	229	0	0	NaN	100	22.671	4.125	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
84.48	-138.4	229	-9.6	0	NaN	100	16.812	4.22	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
85.06	-164.53	229	-6	0	NaN	100	38.241	6.025	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
86.63	177.55	229	-2.4	0	NaN	100	43.492	4.247	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
86.5	151.96	229	-7.2	0	NaN	100	72.699	3.989	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
84.65	102.73	229	-4.8	0	NaN	100	74.153	4.706	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	119.55	229	14.4	0	NaN	100	21.859	2.454	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
80.65	122.21	229	-9.6	0	NaN	100	11.45	2.29	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
NaN	124.33	229	6	0	NaN	100	65.563	0	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
77.36	123.4	229	-10.8	0	NaN	100	41.418	0	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
77.13	123.11	229	-4.8	0	NaN	100	41.418	0	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
76.16	122.13	229	8.4	2020.6	0.004	100	36.581	0	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2010	https://doi.org/10.1029/2009JC005595
14	110.5	125	124.8	1186.7	0.105	100	9.284	6.084	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
13	110.5	125	69.6	1161.3	0.06	100	23.127	3.162	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
12	111	125	103.2	1120.1	0.092	100	0	0.711	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
10.36	112.65	125	62.4	1109.2	0.056	100	7.064	1.403	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
9.68	114	125	48	1095.7	0.044	100	13.066	2.27	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
11.3	111.7	125	82.8	1046.9	0.079	100	2.939	0.66	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
10.25	109.75	125	50.4	1170.9	0.043	100	0.443	0.776	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
9.4	111.38	125	16.8	1090.4	0.015	100	34.341	0	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
8.95	111.93	125	-33.6	1163.7	NaN	100	60.623	6.806	0.67	0.251	0.079	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
8	110.85	125	98.4	1199.4	0.082	100	62.488	13.178	0.328	0.481	0.192	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
8.9	109.78	125	76.8	1096.6	0.07	100	46.833	11.554	0.67	0.251	0.079	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
8.9	109	125	94.8	1137.2	0.083	75	36.823	6.454	0.67	0.251	0.079	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
7.5	108.48	125	48	1163.3	0.041	75	100	NaN	0.328	0.481	0.192	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
6.4	109.7	125	52.8	1115.4	0.047	75	100	NaN	0.298	0.466	0.235	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
6.08	109.66	125	64.8	1049.3	0.062	75	100	NaN	0.29	0.467	0.244	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
5.3	110.9	125	94.8	1059.5	0.089	75	100	NaN	0.276	0.47	0.255	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
6.1	112.01	125	58.8	1245.4	0.047	100	35.548	2.919	0.29	0.467	0.244	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
7	112	125	12	1208.1	0.01	100	99.213	210.212	0.316	0.475	0.208	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
6.1	113	125	28.8	1245.4	0.023	100	35.548	2.919	0.29	0.467	0.244	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
5.4	113.9	125	85.2	3431.3	0.025	100	32.956	0	0.276	0.47	0.255	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
6.8	115.9	125	-128.4	2144.4	NaN	100	10.815	3.8	0.316	0.475	0.208	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
7	114.01	125	60	1600.6	0.037	100	22.887	4.583	0.316	0.475	0.208	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
7.8	113.5	125	14.4	1380.1	0.01	100	24.732	4.016	0.328	0.481	0.192	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
8.71	114.81	125	20.4	1245.6	0.016	100	23.027	4.191	0.67	0.251	0.079	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
8.11	115.58	125	24	1379.8	0.017	100	26.557	4.388	0.328	0.48	0.192	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
7.81	116	125	30	1863.4	0.016	100	17.977	3.698	0.328	0.481	0.192	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
8.71	116.6	125	9.6	1252.7	0.008	100	25.906	2.992	0.67	0.251	0.079	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
9.51	116.81	125	30	1157.1	0.026	100	36.592	4.51	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
10.28	115.55	125	58.8	1262.5	0.047	100	23.237	2.376	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
11.5	115.7	125	151.2	1135.3	0.133	100	21.593	1.724	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
12.1	116.7	125	58.8	1124.2	0.052	100	25.7	1.41	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
12	114.7	125	3.6	1104.9	0.003	100	17.78	1.981	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
11.2	114	125	26.4	1177.6	0.022	100	10.597	1.308	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
12.01	113.01	125	9.6	1135.4	0.008	100	14.68	2.466	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
13.1	111	125	12	1161.3	0.01	100	23.127	3.162	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
14	111	125	20.4	1186.7	0.017	100	9.284	6.084	NaN	NaN	NaN	NaN	NaN	NaN	Cai et al. 2008	https://doi.org/10.1029/2007JC004268
-46.23	140.39	22	126.24	1189.5	0.106	150	28.003	0.1	0.235	0.507	0.257	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-46.27	140.3	24	65.52	1189.5	0.055	150	28.003	0.1	0.235	0.507	0.257	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-46.29	140.2	27	70.2	1196	0.059	150	28.003	0.1	0.235	0.507	0.257	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-46.43	140.12	29	85.32	1196	0.071	150	28.003	0.1	0.235	0.507	0.257	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-54	145.87	33	59.76	583.69	0.102	150	41.8	0.775	0.237	0.505	0.258	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-54.27	145.06	38	114	561.25	0.203	150	48.221	0.805	0.253	0.504	0.243	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-45.27	153.17	43	31.92	1774.8	0.018	150	11.209	0.335	0.246	0.501	0.252	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-45.3	153.36	45	41.64	1774.8	0.023	150	11.209	0.335	0.246	0.501	0.252	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-44.55	143.01	21	94.68	1619.3	0.058	150	29.052	0.235	0.251	0.501	0.248	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-49	142.6	30	93.36	1063.6	0.088	150	34.965	0.149	0.355	0.472	0.174	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-50.56	148.35	39	56.4	942.46	0.06	150	28.166	0.516	0.36	0.469	0.172	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-50	149.26	40	60.72	903.55	0.067	150	26.507	0.504	0.355	0.476	0.169	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-48.02	151.13	41	49.8	1114.4	0.045	150	26.052	0.495	0.355	0.472	0.174	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-44.57	152.28	45	44.04	1989.2	0.022	150	8.324	0.311	0.251	0.501	0.248	NaN	NaN	NaN	Jacquet et al. 2011	https://doi.org/10.1016/j.dsr2.2011.05.035
-49.13	74	20	75.6	1210.6	0.062	150	55.668	2.103	0.412	0.428	0.16	NaN	NaN	NaN	Savoye et al. 2004	https://doi.org/10.1029/2004GL019744
-51.5	73	33	61.2	1258.6	0.049	150	52.398	2.261	0.441	0.428	0.131	NaN	NaN	NaN	Savoye et al. 2004	https://doi.org/10.1029/2004GL019744
-51.1	74.58	30	66	1113.4	0.059	150	50.939	2.619	0.442	0.422	0.135	NaN	NaN	NaN	Savoye et al. 2004	https://doi.org/10.1029/2004GL019744
-50.48	77	28	51.6	717.35	0.072	150	47.937	2.369	0.343	0.466	0.191	NaN	NaN	NaN	Savoye et al. 2004	https://doi.org/10.1029/2004GL019744
-52.45	75.6	39	37.2	628.27	0.059	150	53.512	3.164	0.33	0.471	0.198	NaN	NaN	NaN	Savoye et al. 2004	https://doi.org/10.1029/2004GL019744
-42.33	8.98	44	39.6	980.65	0.04	100	39.946	0.726	0.298	0.499	0.204	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-44.65	7.08	46	339.6	863.7	0.393	100	45.619	0.538	0.314	0.486	0.2	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-47.65	4.26	47	82.8	687.02	0.121	100	61.593	1.513	0.262	0.514	0.224	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-51.5	0	50	133.2	509.52	0.261	100	72.698	2.325	0.261	0.523	0.216	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-53.01	0.05	51	90	483.29	0.186	100	67.342	2.263	0.219	0.506	0.275	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-54.5	0.01	52	58.8	464.5	0.127	100	64.64	2.34	0.235	0.502	0.263	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-57	0	54	50.4	399.5	0.126	100	52.556	2.822	0.255	0.507	0.238	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-58.98	0	55	61.2	337.14	0.182	100	52.254	2.581	0.286	0.476	0.238	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-61.48	0	58	40.8	375.68	0.109	100	56.313	3.09	0.332	0.477	0.191	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
-64.48	0	59	54	502.95	0.107	100	47.395	2.372	0.369	0.457	0.174	NaN	NaN	NaN	Rutgers van der Loeff et al. 2011	https://doi.org/10.1016/j.dsr2.2011.02.004
