Genome_Id	total_length	N_Fixation_Phylum	Cosmopolitan_Score_Subset_01	Max_Percent_reads	Average_percent_reads_Size_01	Average_percent_reads_Size_02	Average_percent_reads_Size_03	Average_percent_reads_Size_04	Average_percent_reads_subset_01	Portion_Size_01	Portion_Size_02	Portion_Size_03	Portion_Size_04	Portion_ALL_Arctic	Portion_ALL_Atlantic	Portion_ALL_Indian	Portion_ALL_MED	Portion_ALL_Pacific	Portion_ALL_RED	Portion_ALL_Southern	on RAST	Known_population	Of interest	N_Fixation	N_Fixation_Phylum	HBDs	Source	Domain anvio	Phylum gtdbtk	Class gtdbtk	Order gtdbtk	Family gtdbtk	Genus gtdbtk	Species gtdbtk	total_length	num_contigs	N50	GC_content	percent_completionanviov6	percent_redundancyanviov6	Cluster_Size_first_round	Completion_Minus_Red	Redundancy_removal_V1_V2	fastani_ani
TARA_ARC_108_MAG_00170	3064399		17	0.424453846	0.007578994	0.000599777	0	0	0.002914026	92.66666152	7.33333848	0	0	100	0	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145		3064399	476	7205	45.58	74.82	2.16	1	72.66	Unique	
TARA_MED_95_MAG_00051	3261057		17	0.347324593	0.014926292	8.92768E-05	0.000140779	0.000100507	0.005605999	97.83334638	0.585158909	0.922729224	0.65876549	0	2.101317247	0	96.83198814	1.066694617	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	GCA_002477465.1	3261057	346	13 161	52.29	97.18	1.41	1	95.77	Cluster_94	99.46
TARA_PON_109_MAG_00115	2480099		47	0.003318504	2.1547E-05	2.91337E-06	0	0	8.49259E-06	88.0894318	11.9105682	0	0	0	10.9424934	17.95819225	23.99476815	39.7654939	7.339052308	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145		2480099	215	15836	53.03	86.33	2.88	1	83.45	Unique	
TARA_PON_109_MAG_00146	1826027		26	0.07938255	0.000613467	3.69449E-08	0	0	0.000227517	99.99397804	0.006021958	0	0	0	57.58712787	3.472535716	0	31.79494983	7.145386584	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145		1826027	423	4421	42.46	79.14	2.16	1	76.98	Unique	
TARA_PSE_93_MAG_00064	2620350		7	0.168254637	0.002164099	4.91537E-05	0	3.16515E-05	0.000818338	96.40050922	2.189566643	0	1.409924135	0	0	0	0	100	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp6	2620350	243	16206	49.79	98.56	7.19	1	91.37	Unique	99.49
TARA_PSE_93_MAG_00149	2864110		6	0.293253767	0.003823409	0	0	0	0.001417953	100	0	0	0	0	0	0	6.78292708	93.21707292	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp7	2864110	391	8736	51.86	80.58	5.04	1	75.54	Unique	98.78
TARA_PSW_86_MAG_00110	2608611		53	0.477157183	0.028598183	0.000647196	0.000172707	0	0.010756503	97.21292774	2.199993888	0.587078376	0	0	16.45148949	24.92878341	0	9.996457548	48.62326955	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp3	2608611	404	8309	42.92	92.81	6.47	1	86.33	Unique	96.75
TARA_PSW_86_MAG_00167	2121982		22	0.062256618	0.00206835	7.28322E-05	0	6.56558E-05	0.000794742	93.72459787	3.300295195	0	2.975106933	0	15.76809002	15.00118297	0	69.23072701	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145		2121982	337	7305	42.16	83.45	3.60	1	79.86	Unique	
TARA_PSW_MAG_00060	2442486		12	0.076378257	0.001960159	0.000530505	0	0.000177865	0.000859283	73.45467639	19.88003764	0	6.665285971	0	0	0	0	100	0	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	GCA_002719575.1	2442486	312	9388	49.62	85.92	0.00	1	85.92	Cluster_221	99.12
TARA_SOC_28_MAG_00004	3749520		10	0.128433966	0.002198898	4.4676E-05	0	0	0.000823178	98.00871402	1.991285981	0	0	16.02445902	0	0	0	0	0	83.97554098		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145	3749520	206	29575	45.89	97.84	0.72	1	97.12	Cluster_233	98.75
TARA_PON_MAG_00004	1745536		5	0.055957909	0.00032128	0	0	0	0.00011915	100	0	0	0	0	1.474141946	0	4.233653072	19.62531303	74.66689195	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	UBA9148	GCA_002323325.1	1745536	72	36072	41.08	95.77	1.41	1	94.37	Unique	99.83
TARA_MED_95_MAG_00115	1703752		7	0.018943387	0.000103008	0.000286621	0	0	8.75536E-05	26.43740886	73.56259114	0	0	0	0	0	72.65661035	5.815109782	21.52827987	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	UBA9215	UBA9215		1703752	63	40 765	39.72	95.77	2.82	1	92.95	Unique	
TARA_RED_19_MAG_00011	7914008		13	0.758238638	0.009417667	0.000496697	0	0	0.003578169	94.99012304	5.009876955	0	0	0	4.854968938	12.39838326	0.84190007	0	81.90474773	0		Yes					MAG_large_size_fractions	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	UBA9264	GCA_002724245.1	7914008	246	51305	56.51	96.40	2.88	2	93.53	Cluster_228	99.71
TARA_ARC_108_MAG_00119	2079869		15	0.398454589	0.005945108	0.000517173	0.000318454	7.97785E-05	0.00238437	86.65689785	7.538404319	4.641833269	1.162864559	97.94229743	0	0	0	0	0	2.057702567							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	NS11-12g	UBA9320	UBA9320		2079869	226	12518	38.67	81.29	0.72	1	80.58	Unique	
TARA_ARC_108_MAG_00021	2185156		4	0.173933963	0.000894861	0.00029064	0	0	0.000381913	75.48378461	24.51621539	0	0	100	0	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	MedAcidi-G1	UBA9410		2185156	91	33123	67.50	96.40	0.72	1	95.68	Unique	
TARA_RED_MAG_00048	2804542		4	0.147833832	0.001178473	0	0	0	0.00043705	100	0	0	0	0	0	0	0	6.666413234	93.33358677	0		Yes					MAG_small_size_fraction	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	MedAcidi-G1	UBA9410	GCA_002348705.1	2804542	123	39082	59.77	94.37	2.82	1	91.55	Unique	99.42
TARA_AOS_82_MAG_00074	2131343		15	0.134293464	0.001825311	7.78901E-05	9.42205E-05	2.74051E-05	0.000718004	90.14653167	3.846753049	4.65326161	1.353453676	0	34.28008252	0	0	65.71991748	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952		2131343	327	7541	37.99	80.58	2.16	1	78.42	Unique	
TARA_ARC_108_MAG_00019	2352610		17	0.589232314	0.007312824	0.003782101	0.000235943	1.96739E-05	0.003421236	64.42709107	33.32088844	2.078690706	0.173329784	98.36912299	0	0	0	0	0	1.63087701							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952		2352610	92	38998	37.66	97.12	0.72	1	96.40	Unique	
TARA_ASW_MAG_00018	2217978		19	0.124579463	0.001619229	7.86122E-05	7.0705E-05	4.12972E-05	0.000639576	89.46790763	4.343589156	3.906691576	2.281811635	0	47.87177948	12.31017229	0	39.81804823	0	0		Yes					MAG_small_size_fraction	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp1	2217978	184	17183	37.64	78.87	2.82	1	76.06	Unique	99.6
TARA_ION_MAG_00047	2067447		14	0.148128413	0.001175924	0	2.70857E-05	0	0.000442239	97.74850684	0	2.251493157	0	0	35.21351298	26.4965349	10.31782421	2.657376864	25.31475105	0							MAG_small_size_fraction	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952		2067447	333	7487	36.03	71.83	1.41	1	70.42	Unique	
TARA_MED_95_MAG_00086	2451769		16	0.17132857	0.00185139	0.000122237	7.54087E-05	5.85353E-05	0.000738225	87.84474791	5.799882308	3.577989935	2.777379846	0	2.221850846	0	89.92476235	7.853386801	0	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	GCA_002167775.1	2451769	185	20 363	38.20	97.18	2.82	1	94.36	Cluster_102	99.08
TARA_PSW_86_MAG_00182	1824815		24	0.372207841	0.007022372	0.000787787	0.000221934	0.000194389	0.002835034	85.3629941	9.57623707	2.697803987	2.362964839	0	0	2.519770189	0	97.48022981	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952		1824815	359	5256	38.10	79.86	2.16	1	77.70	Unique	
TARA_PSW_MAG_00047	2170786		29	0.066528406	0.002625377	0.000308005	2.40904E-05	1.71488E-05	0.001036092	88.25919985	10.35443309	0.809864696	0.576502371	0	20.20441165	1.569464183	0	78.22612416	0	0							MAG_small_size_fraction	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952		2170786	254	11200	37.05	90.14	2.82	1	87.32	Cluster_217	
TARA_AOS_82_MAG_00053	1376548		16	0.192120075	0.006002139	1.20105E-05	4.05076E-05	0	0.002237201	99.1326	0.198368652	0.669031352	0	0	86.18366544	11.34055433	1.873280709	0.602499518	0	0		Yes					MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA9562	GCA_002504905.1	1376548	80	31680	37.70	86.42	2.47	2	83.95	Unique	99.85
TARA_ARC_108_MAG_00210	1030326		12	0.163123852	0.001869205	0.000123392	0	0	0.000714461	93.80748762	6.192512383	0	0	87.11121057	12.88878943	0	0	0	0	0							MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA9562		1030326	206	5349	38.33	70.99	3.70	1	67.28	Unique	
TARA_IOS_MAG_00022	1336692		35	0.366458429	0.012075185	2.8939E-05	2.66804E-05	0	0.00448924	99.54150345	0.238557592	0.219938958	0	0	52.06636506	6.065047389	4.014526748	37.8540608	0	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA9562	GCA_002497245.1	1336692	105	17568	38.03	89.47	1.32	1	88.16	Unique	99.46
TARA_MED_95_MAG_00120	1334358		29	1.33591622	0.028503543	0.001104689	0.000195971	5.56368E-05	0.01081827	95.45778695	3.699582604	0.656303895	0.186326555	0	68.59563284	0	25.22392334	6.180443819	0	0		Yes					MAG_large_size_fractions	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA9562	GCA_002496435.1	1334358	102	18 253	38.35	92.11	0.00	1	92.11	Unique	99.37
TARA_PSE_MAG_00070	1139897		3	0.060154268	0.000307326	0	0	0	0.000113975	100	0	0	0	0	0	0	0	100	0	0							MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA9562		1139897	69	21472	39.48	76.32	0.00	1	76.32	Unique	
TARA_RED_MAG_00062	1266249		36	0.377927225	0.009745132	0	3.16451E-05	0	0.003621256	99.67632429	0	0.323675707	0	0	28.70580053	57.40063865	0	3.902078984	9.991481842	0		Yes					MAG_small_size_fraction	Archaea	Thermoplasmatota	MGII	MGII	MGIIB	UBA9562	GCA_002686525.1	1266249	176	8530	38.06	88.16	2.63	1	85.53	Unique	98.01
TARA_RED_MAG_00076	1865826		2	0.130142059	0.000496129	0	0	0	0.000183995	100	0	0	0	0	0	0	0	0	100	0		Yes					MAG_small_size_fraction	Bacteria	Chloroflexota	Dehalococcoidia	UBA3495	UBA3495	UBA9611	UBA9611	1865826	262	8646	61.50	70.42	2.82	1	67.61	Unique	99.28
TARA_ARC_108_MAG_00218	3476676		15	1.19160501	0.012780769	0.024304064	0.000697546	0.000364973	0.009166794	33.50368608	63.71101181	1.828557157	0.956744951	99.58596929	0.414030708	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9659		3476676	788	4516	50.35	72.66	10.07	1	62.59	Unique	
TARA_ION_45_MAG_00032	1628510		49	0.044332666	0.003216542	0	3.91229E-05	4.43696E-05	0.001211976	97.46995146	0	1.18552919	1.344519347	0	15.96090848	36.40666996	4.573377409	12.16910359	30.88994056	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9659		1628510	181	12014	44.38	94.96	2.16	1	92.81	Cluster_64	
TARA_ION_MAG_00017	3389873		40	0.185757429	0.008880683	0	0.000139612	0	0.003325119	98.45224654	0	1.547753464	0	0	42.98975057	34.74449664	1.759188066	3.754823516	16.75174121	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9659	UBA9659	3389873	184	36571	47.58	97.18	4.23	1	92.96	Unique	99.11
TARA_RED_MAG_00087	1483655		50	0.05654654	0.004568217	1.61641E-05	4.24158E-05	5.41632E-05	0.001719046	97.59145468	0.345315992	0.906133995	1.157095333	0	12.82996004	27.22293892	2.930748817	11.80309285	45.21325937	0							MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9659		1483655	289	5463	43.46	70.42	5.63	1	64.79	Unique	
TARA_SOC_28_MAG_00030	4458033		27	0.171522266	0.00542532	0.002446791	0.000113461	0	0.002459039	67.93903015	30.64014215	1.420827694	0	60.49941139	4.781144368	0	0.654447736	0	0	34.06499651							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9659		4458033	428	14628	50.53	85.61	7.19	1	78.42	Unique	
TARA_ANE_MAG_00008	1713062		6	0.062317998	0.000350438	0	0	0	0.000129964	100	0	0	0	0	75.51524988	0	0	24.48475012	0	0		Yes					MAG_small_size_fraction	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA9664	UBA9664 sp1	1713062	85	31681	41.29	97.18	0.00	1	97.18	Unique	100
TARA_ARC_108_MAG_00099	1352743		28	0.17234891	0.002130209	0.000230452	0	0	0.000829692	90.23781268	9.762187317	0	0	89.33687031	6.062014793	0	0.603988975	0.852246728	0	3.144879192							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA974		1352743	245	5962	42.16	84.89	1.44	1	83.45	Unique	
TARA_IOS_MAG_00028	1610285		16	0.070038895	0.000759979	0	2.49421E-05	0	0.000287496	96.82233869	0	3.177661307	0	0	18.36857626	73.43477752	1.703438627	6.493207593	0	0		Yes					MAG_small_size_fraction	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA974	GCA_002693775.1	1610285	199	10677	41.32	88.73	4.23	1	84.51	Unique	99.62
TARA_MED_95_MAG_00207	1501679		32	0.120723848	0.002833191	0.000915358	1.28068E-05	1.54281E-05	0.001214787	75.01596624	24.23644118	0.339094078	0.408498507	56.02060893	22.37729744	0	21.40075298	0.201340648	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA974		1501679	43	39 929	43.97	85.92	0.00	1	85.92	Unique	
TARA_PSW_86_MAG_00040	1928409		22	0.089702697	0.000907667	3.53884E-05	3.10506E-05	3.31334E-05	0.00035738	90.1143263	3.513409209	3.082739257	3.289525236	0	24.68550403	63.76989379	0	11.54460218	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA974		1928409	20	156520	41.78	94.96	0.00	1	94.96	Unique	
TARA_SOC_28_MAG_00016	2129863		26	0.29104594	0.005350184	0.00223856	7.72435E-05	4.73004E-05	0.002398018	69.36321208	29.02212069	1.001434504	0.613232727	64.63993996	4.578899833	0	0	0	0	30.78116021							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA974		2129863	104	34654	44.01	92.81	2.16	1	90.65	Unique	
TARA_SOC_MAG_00003	1857767		4	0.087683306	0.000661852	0	0	0	0.000245455	100	0	0	0	0	7.984642083	0	0	0	0	92.01535792		Yes					MAG_small_size_fraction	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA974	GCA_002339135.1	1857767	98	25729	42.45	92.96	1.41	1	91.55	Unique	99.56
TARA_ARC_108_MAG_00058	2928016		7	0.586781127	0.002904309	0.0082398	0.001194649	0.000789526	0.002948401	22.12253148	62.76372648	9.099813854	6.013928193	100	0	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	UBA985		2928016	161	29472	50.28	92.81	2.16	1	90.65	Unique	
TARA_ARC_108_MAG_00088	2054051		7	0.267346046	0.000775868	0.00275821	0.000137619	2.98268E-05	0.000800706	20.96077889	74.5155244	3.717899542	0.805797169	100	0	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	UBA985		2054051	388	5577	51.14	87.05	1.44	1	85.61	Unique	
TARA_AON_82_MAG_00269	1923264		34	0.145988202	0.00442236	0	2.77767E-05	0	0.001646372	99.37582403	0	0.624175971	0	0	8.724129491	22.45976852	0	2.615989087	66.2001129	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9926	GCA_002728935.1	1923264	366	5490	52.37	71.22	6.47	1	64.75	Unique	97.75
TARA_AOS_82_MAG_00046	3069170		13	0.228007273	0.002470751	0	0	0	0.000916305	100	0	0	0	27.21988806	72.05321479	0	0	0.726897147	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9926		3069170	345	12737	53.32	90.65	5.76	1	84.89	Unique	
TARA_ARC_108_MAG_00054	3760537		18	0.387196745	0.008013156	0.003428259	0	0	0.003562063	70.03640515	29.96359485	0	0	100	0	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9926		3760537	383	14400	53.32	94.96	4.32	1	90.65	Unique	
TARA_ARC_108_MAG_00091	2337447		12	0.083680758	0.001339268	0.000285915	0	0	0.000545912	82.40719613	17.59280387	0	0	76.68634395	23.31365605	0	0	0	0	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9926	UBA9926 sp1	2337447	422	6226	53.30	85.61	0.72	1	84.89	Unique	98.5
TARA_MED_MAG_00086	3341961		14	0.05812988	0.001630254	0	0	0	0.000604598	100	0	0	0	0	11.488969	0	87.88449437	0.62653663	0	0							MAG_small_size_fraction	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9926		3341961	296	18280	51.99	91.55	0.00	1	91.55	Cluster_120	
TARA_ARC_108_MAG_00092	1859758		12	0.529641536	0.00322778	0.003384628	0.000277964	0.000118252	0.00187005	46.05440647	48.29232485	3.966031704	1.687236981	100	0	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter		1859758	344	6131	37.73	87.05	2.16	1	84.89	Unique	
TARA_PON_109_MAG_00019	9075974		11	0.219403583	0.000325925	9.0486E-05	8.18204E-08	0	0.000136472	78.25463848	21.72571642	0.0196451	0	0	0.137293847	0	0	99.3306962	0.532009955	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Variovorax	Variovorax paradoxus_B	9075974	106	144348	69.17	100.00	2.88	1	97.12	Unique	98.33
TARA_AOS_82_MAG_00127	3263346		11	0.43234657	0.003815407	0.000237536	0.000714179	0.001432602	0.001947803	61.54155658	3.831400612	11.51953237	23.10751043	0	31.68064015	0	37.48554635	30.83381351	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		3263346	765	4340	44.50	73.38	9.35	1	64.03	Unique	95.45
TARA_ION_45_MAG_00115	3684839		27	0.13663186	0.000214749	0.001503886	0.002594704	0.002517979	0.001506566	3.143594392	22.01458314	37.98247855	36.85934392	0	2.872993564	31.86043443	49.62587618	7.731567864	7.909127957	0		Yes					MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio campbellii	3684839	643	6167	45.66	75.54	1.44	1	74.10	Unique	98.65
TARA_PSE_93_MAG_00169	761058		14	0.049432983	9.75255E-06	0.000113842	0.000482341	0	0.000132464	1.609502672	18.7878339	79.60266343	0	0	22.81283993	11.37501397	0	65.81214611	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		761058	3	574497	44.77	72.66	0.00	1	72.66	Unique	
TARA_AOS_82_MAG_00010	3377106		16	0.440950222	0.002002904	0.000510247	0.000931233	0	0.001041571	58.14984763	14.81387787	27.03627451	0	0	19.00489322	43.20848752	5.507056173	32.27956309	0	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	GCA_002682935.1	3377106	20	193169	33.57	99.28	1.44	1	97.84	Cluster_51	99.92
TARA_IOS_50_MAG_00088	3373832		15	0.08955316	0.001183443	0.000784274	9.91879E-05	0	0.000596399	57.25676983	37.94437138	4.798858786	0	0	0	90.94670935	3.755954808	5.29733584	0	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	GCA_002706045.1	3373832	99	51000	33.11	77.70	1.44	2	76.26	Unique	99.38
TARA_PSW_86_MAG_00027	3565836		29	0.492210967	0.004989073	0.000635832	0	0.000135168	0.001990885	86.61474522	11.03860952	0	2.346645264	0	3.638807798	45.12385368	0	51.23733852	0	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	GCA_002433125.1	3565836	22	234349	33.53	100.00	3.60	2	96.40	Unique	99.82
TARA_AON_82_MAG_00263	4489486	Alphaproteobacteria	2	0.216078302	0.000771708	4.40186E-05	0	0	0.000293776	94.60376255	5.396237448	0	0	0	94.91159723	0	5.088402774	0	0	0				Yes	Alphaproteobacteria		MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter autotrophicus	4489486	745	6922	67.40	71.94	3.60	1	68.35	Unique	97.72
TARA_ARC_108_MAG_00121	5857451		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	YEK0313	YEK0313		5857451	1119	5624	66.70	84.89	5.04	1	79.86	Unique	
TARA_PON_109_MAG_00215	2397215		11	0.038682276	0.000218414	6.42255E-05	0	5.00558E-05	0.000103596	65.6498798	19.3045925	0	15.04552769	0	0	43.93249411	0	56.06750589	0	0							MAG_large_size_fractions	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Yonghaparkia		2397215	375	7336	69.86	71.94	7.91	1	64.03	Unique	
TARA_PSW_86_MAG_00063	2551095		22	0.094561348	0.001192135	0.000255627	0	0.000368018	0.000570946	65.6541393	14.07808428	0	20.26777642	0	5.901560463	57.2480502	0	36.85038934	0	0		Yes					MAG_large_size_fractions	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Yonghaparkia	GCA_002729155.1	2551095	65	71973	69.77	93.53	0.72	2	92.81	Unique	99.73
TARA_ION_45_MAG_00022	3999086		37	0.234499161	0.005517591	0.000188683	0.001018027	4.75032E-05	0.002320268	81.47889416	2.786301908	15.03331842	0.70148552	0	15.19875129	48.99902077	0.467747557	33.36531476	1.969165619	0		Yes					MAG_large_size_fractions	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda	3999086	537	9301	36.56	97.84	2.88	4	94.96	Unique	98.79
TARA_AON_82_MAG_00096	3632756	Alphaproteobacteria	1	0.076726587	7.96274E-06	0	0	0	2.95307E-06	100	0	0	0	0	0	0	0	100	0	0	Yes			Yes	Alphaproteobacteria		MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae			3632756	415	11388	63.11	92.09	3.60	1	88.49	Unique	
TARA_PSE_93_MAG_00003	3686005	Alphaproteobacteria	11	0.105651296	0.000776621	0	0	0	0.000288018	100	0	0	0	0	15.99318171	0	0	8.680042215	0	75.32677607				Yes	Alphaproteobacteria		MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae			3686005	123	47029	61.96	100.00	0.00	1	100.00	Unique	
TARA_PSE_93_MAG_00041	3709445	Alphaproteobacteria	2	1.530571949	0	0.011816989	0.000166068	0.002872033	0.002734225	0	79.54841426	1.117922026	19.33366372	0	0	0	0	100	0	0				Yes	Alphaproteobacteria		MAG_large_size_fractions	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae			3709445	28	195801	46.22	97.84	2.88	1	94.96	Unique	
TARA_AON_82_MAG_00055	4373544	Betaproteobacteria	5	0.105206529	0.000243015	0	0	0	9.01246E-05	100	0	0	0	0	38.21929737	0	0	61.78070263	0	0				Yes	Betaproteobacteria		MAG_large_size_fractions	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae			4373544	359	17072	67.02	97.12	5.04	1	92.09	Unique	
TARA_ION_45_MAG_00019	7887974	Deltaproteobacteria	7	0.391243472	0.002307463	0	0	0	0.000855748	100	0	0	0	0	0	100	0	0	0	0				Yes	Deltaproteobacteria		MAG_large_size_fractions	Bacteria	Myxococcota	Polyangia	Polyangiales				7887974	87	176005	60.83	97.84	2.16	2	95.68	Unique	
TARA_PSW_86_MAG_00080	4683240	Deltaproteobacteria	13	0.485468957	0.001359071	0	0	0.000175683	0.000544515	88.55300701	0	0	11.44699299	0	29.70486614	0	0	70.29513386	0	0	Yes			Yes	Deltaproteobacteria		MAG_large_size_fractions	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae			4683240	413	14783	46.70	95.68	5.04	3	90.65	Unique	
TARA_AON_82_MAG_00045	5101725	Planctomycetes	9	0.126496207	0.000395255	0	0	6.85971E-05	0.000162394	85.21143274	0	0	14.78856726	0	7.994708826	0	0	92.00529117	0	0	Yes			Yes	Planctomycetes		MAG_large_size_fractions	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae			5101725	106	66532	62.08	94.24	0.72	1	93.53	Unique	
